frame_number,frame_path,game_time,period,play_clock,imputed_game_time,imputed_period,imputed_play_clock,original_game_time,original_period,original_play_clock,imputation_confidence,imputation_method,imputation_timestamp
576,data/frames/game_6/frame_000576.jpg,,,,False,False,False,,,,0.00,,2025-11-13 21:45:30.755446
577,data/frames/game_6/frame_000577.jpg,,,,False,False,False,,,,0.00,,2025-11-13 21:45:30.755446
578,data/frames/game_6/frame_000578.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
579,data/frames/game_6/frame_000579.jpg,,,,False,False,False,,,,0.00,,2025-11-13 21:45:30.755446
580,data/frames/game_6/frame_000580.jpg,,,,False,False,False,,,,0.00,,2025-11-13 21:45:30.755446
581,data/frames/game_6/frame_000581.jpg,,,,False,False,False,,,,0.00,,2025-11-13 21:45:30.755446
582,data/frames/game_6/frame_000582.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
583,data/frames/game_6/frame_000583.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
584,data/frames/game_6/frame_000584.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
585,data/frames/game_6/frame_000585.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
586,data/frames/game_6/frame_000586.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
587,data/frames/game_6/frame_000587.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
588,data/frames/game_6/frame_000588.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
589,data/frames/game_6/frame_000589.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
590,data/frames/game_6/frame_000590.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
591,data/frames/game_6/frame_000591.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
592,data/frames/game_6/frame_000592.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
593,data/frames/game_6/frame_000593.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
594,data/frames/game_6/frame_000594.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
595,data/frames/game_6/frame_000595.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
596,data/frames/game_6/frame_000596.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
597,data/frames/game_6/frame_000597.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
598,data/frames/game_6/frame_000598.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
599,data/frames/game_6/frame_000599.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
600,data/frames/game_6/frame_000600.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
601,data/frames/game_6/frame_000601.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
602,data/frames/game_6/frame_000602.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
603,data/frames/game_6/frame_000603.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
604,data/frames/game_6/frame_000604.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
605,data/frames/game_6/frame_000605.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
606,data/frames/game_6/frame_000606.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
607,data/frames/game_6/frame_000607.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
608,data/frames/game_6/frame_000608.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
609,data/frames/game_6/frame_000609.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
610,data/frames/game_6/frame_000610.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
611,data/frames/game_6/frame_000611.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
612,data/frames/game_6/frame_000612.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
613,data/frames/game_6/frame_000613.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
614,data/frames/game_6/frame_000614.jpg,12:17,2ND,11,False,False,False,12:17,2ND,11,0.00,,2025-11-13 21:45:30.755446
615,data/frames/game_6/frame_000615.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
616,data/frames/game_6/frame_000616.jpg,12:16,2ND,10,False,False,False,12:16,2ND,10,0.00,,2025-11-13 21:45:30.755446
617,data/frames/game_6/frame_000617.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
618,data/frames/game_6/frame_000618.jpg,00:00,2ND,8,True,False,True,,2ND,,0.90,"linear_interpolation,countdown_interpolation",2025-11-13 21:45:30.755446
619,data/frames/game_6/frame_000619.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
620,data/frames/game_6/frame_000620.jpg,12:14,2ND,08,False,False,False,12:14,2ND,08,0.00,,2025-11-13 21:45:30.755446
621,data/frames/game_6/frame_000621.jpg,12:14,2ND,08,False,False,False,12:14,2ND,08,0.00,,2025-11-13 21:45:30.755446
622,data/frames/game_6/frame_000622.jpg,12:13,2ND,07,False,False,False,12:13,2ND,07,0.00,,2025-11-13 21:45:30.755446
623,data/frames/game_6/frame_000623.jpg,12:13,2ND,40,False,False,False,12:13,2ND,40,0.00,,2025-11-13 21:45:30.755446
624,data/frames/game_6/frame_000624.jpg,12:12,2ND,40,False,False,False,12:12,2ND,40,0.00,,2025-11-13 21:45:30.755446
625,data/frames/game_6/frame_000625.jpg,12:12,2ND,40,False,False,False,12:12,2ND,40,0.00,,2025-11-13 21:45:30.755446
626,data/frames/game_6/frame_000626.jpg,12:11,2ND,40,False,False,False,12:11,2ND,40,0.00,,2025-11-13 21:45:30.755446
627,data/frames/game_6/frame_000627.jpg,12:11,2ND,40,False,False,False,12:11,2ND,40,0.00,,2025-11-13 21:45:30.755446
628,data/frames/game_6/frame_000628.jpg,12:10,2ND,40,False,False,False,12:10,2ND,40,0.00,,2025-11-13 21:45:30.755446
629,data/frames/game_6/frame_000629.jpg,12:10,2ND,40,False,False,False,12:10,2ND,40,0.00,,2025-11-13 21:45:30.755446
630,data/frames/game_6/frame_000630.jpg,12:09,2ND,40,False,False,False,12:09,2ND,40,0.00,,2025-11-13 21:45:30.755446
631,data/frames/game_6/frame_000631.jpg,12:09,2ND,40,False,False,False,12:09,2ND,40,0.00,,2025-11-13 21:45:30.755446
632,data/frames/game_6/frame_000632.jpg,12:08,2ND,40,False,False,False,12:08,2ND,40,0.00,,2025-11-13 21:45:30.755446
633,data/frames/game_6/frame_000633.jpg,12:08,2ND,40,False,False,False,12:08,2ND,40,0.00,,2025-11-13 21:45:30.755446
634,data/frames/game_6/frame_000634.jpg,12:07,2ND,40,False,False,False,12:07,2ND,40,0.00,,2025-11-13 21:45:30.755446
635,data/frames/game_6/frame_000635.jpg,12:07,2ND,40,False,False,False,12:07,2ND,40,0.00,,2025-11-13 21:45:30.755446
636,data/frames/game_6/frame_000636.jpg,12:07,2ND,40,False,False,False,12:07,2ND,40,0.00,,2025-11-13 21:45:30.755446
637,data/frames/game_6/frame_000637.jpg,12:07,2ND,40,False,False,False,12:07,2ND,40,0.00,,2025-11-13 21:45:30.755446
638,data/frames/game_6/frame_000638.jpg,12:07,2ND,40,False,False,False,12:07,2ND,40,0.00,,2025-11-13 21:45:30.755446
639,data/frames/game_6/frame_000639.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
640,data/frames/game_6/frame_000640.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
641,data/frames/game_6/frame_000641.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
642,data/frames/game_6/frame_000642.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
643,data/frames/game_6/frame_000643.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
644,data/frames/game_6/frame_000644.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
645,data/frames/game_6/frame_000645.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
646,data/frames/game_6/frame_000646.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
647,data/frames/game_6/frame_000647.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
648,data/frames/game_6/frame_000648.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
649,data/frames/game_6/frame_000649.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
650,data/frames/game_6/frame_000650.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
651,data/frames/game_6/frame_000651.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
652,data/frames/game_6/frame_000652.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
653,data/frames/game_6/frame_000653.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
654,data/frames/game_6/frame_000654.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
655,data/frames/game_6/frame_000655.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
656,data/frames/game_6/frame_000656.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
657,data/frames/game_6/frame_000657.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
658,data/frames/game_6/frame_000658.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
659,data/frames/game_6/frame_000659.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
660,data/frames/game_6/frame_000660.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
661,data/frames/game_6/frame_000661.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
662,data/frames/game_6/frame_000662.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
663,data/frames/game_6/frame_000663.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
664,data/frames/game_6/frame_000664.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
665,data/frames/game_6/frame_000665.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
666,data/frames/game_6/frame_000666.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
667,data/frames/game_6/frame_000667.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
668,data/frames/game_6/frame_000668.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
669,data/frames/game_6/frame_000669.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
670,data/frames/game_6/frame_000670.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
671,data/frames/game_6/frame_000671.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
672,data/frames/game_6/frame_000672.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
673,data/frames/game_6/frame_000673.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
674,data/frames/game_6/frame_000674.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
675,data/frames/game_6/frame_000675.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
676,data/frames/game_6/frame_000676.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
677,data/frames/game_6/frame_000677.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
678,data/frames/game_6/frame_000678.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
679,data/frames/game_6/frame_000679.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
680,data/frames/game_6/frame_000680.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
681,data/frames/game_6/frame_000681.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
682,data/frames/game_6/frame_000682.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
683,data/frames/game_6/frame_000683.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
684,data/frames/game_6/frame_000684.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
685,data/frames/game_6/frame_000685.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
686,data/frames/game_6/frame_000686.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
687,data/frames/game_6/frame_000687.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
688,data/frames/game_6/frame_000688.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
689,data/frames/game_6/frame_000689.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
690,data/frames/game_6/frame_000690.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
691,data/frames/game_6/frame_000691.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
692,data/frames/game_6/frame_000692.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
693,data/frames/game_6/frame_000693.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
694,data/frames/game_6/frame_000694.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
695,data/frames/game_6/frame_000695.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
696,data/frames/game_6/frame_000696.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
697,data/frames/game_6/frame_000697.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
698,data/frames/game_6/frame_000698.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
699,data/frames/game_6/frame_000699.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
700,data/frames/game_6/frame_000700.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
701,data/frames/game_6/frame_000701.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
702,data/frames/game_6/frame_000702.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
703,data/frames/game_6/frame_000703.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
704,data/frames/game_6/frame_000704.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
705,data/frames/game_6/frame_000705.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
706,data/frames/game_6/frame_000706.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
707,data/frames/game_6/frame_000707.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
708,data/frames/game_6/frame_000708.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
709,data/frames/game_6/frame_000709.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
710,data/frames/game_6/frame_000710.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
711,data/frames/game_6/frame_000711.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
712,data/frames/game_6/frame_000712.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
713,data/frames/game_6/frame_000713.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
714,data/frames/game_6/frame_000714.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
715,data/frames/game_6/frame_000715.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
716,data/frames/game_6/frame_000716.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
717,data/frames/game_6/frame_000717.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
718,data/frames/game_6/frame_000718.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
719,data/frames/game_6/frame_000719.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
720,data/frames/game_6/frame_000720.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
721,data/frames/game_6/frame_000721.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
722,data/frames/game_6/frame_000722.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
723,data/frames/game_6/frame_000723.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
724,data/frames/game_6/frame_000724.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
725,data/frames/game_6/frame_000725.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
726,data/frames/game_6/frame_000726.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
727,data/frames/game_6/frame_000727.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
728,data/frames/game_6/frame_000728.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
729,data/frames/game_6/frame_000729.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
730,data/frames/game_6/frame_000730.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
731,data/frames/game_6/frame_000731.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
732,data/frames/game_6/frame_000732.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
733,data/frames/game_6/frame_000733.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
734,data/frames/game_6/frame_000734.jpg,12:07,2ND,25,False,False,False,12:07,2ND,25,0.00,,2025-11-13 21:45:30.755446
735,data/frames/game_6/frame_000735.jpg,,,,False,False,False,,,,0.00,,2025-11-13 21:45:30.755446
736,data/frames/game_6/frame_000736.jpg,,,,False,False,False,,,,0.00,,2025-11-13 21:45:30.755446
737,data/frames/game_6/frame_000737.jpg,,,,False,False,False,,,,0.00,,2025-11-13 21:45:30.755446
738,data/frames/game_6/frame_000738.jpg,,,,False,False,False,,,,0.00,,2025-11-13 21:45:30.755446
739,data/frames/game_6/frame_000739.jpg,,,,False,False,False,,,,0.00,,2025-11-13 21:45:30.755446
740,data/frames/game_6/frame_000740.jpg,,,,False,False,False,,,,0.00,,2025-11-13 21:45:30.755446
741,data/frames/game_6/frame_000741.jpg,,,,False,False,False,,,,0.00,,2025-11-13 21:45:30.755446
742,data/frames/game_6/frame_000742.jpg,,,,False,False,False,,,,0.00,,2025-11-13 21:45:30.755446
743,data/frames/game_6/frame_000743.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
744,data/frames/game_6/frame_000744.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
745,data/frames/game_6/frame_000745.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
746,data/frames/game_6/frame_000746.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
747,data/frames/game_6/frame_000747.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
748,data/frames/game_6/frame_000748.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
749,data/frames/game_6/frame_000749.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
750,data/frames/game_6/frame_000750.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
751,data/frames/game_6/frame_000751.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
752,data/frames/game_6/frame_000752.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
753,data/frames/game_6/frame_000753.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
754,data/frames/game_6/frame_000754.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
755,data/frames/game_6/frame_000755.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
756,data/frames/game_6/frame_000756.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
757,data/frames/game_6/frame_000757.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
758,data/frames/game_6/frame_000758.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
759,data/frames/game_6/frame_000759.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
760,data/frames/game_6/frame_000760.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
761,data/frames/game_6/frame_000761.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
762,data/frames/game_6/frame_000762.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
763,data/frames/game_6/frame_000763.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
764,data/frames/game_6/frame_000764.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
765,data/frames/game_6/frame_000765.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
766,data/frames/game_6/frame_000766.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
767,data/frames/game_6/frame_000767.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
768,data/frames/game_6/frame_000768.jpg,,2ND,18,False,False,False,,2ND,18,0.00,,2025-11-13 21:45:30.755446
769,data/frames/game_6/frame_000769.jpg,,2ND,18,False,False,False,,2ND,18,0.00,,2025-11-13 21:45:30.755446
770,data/frames/game_6/frame_000770.jpg,00:00,,,False,False,False,00:00,,,0.00,,2025-11-13 21:45:30.755446
771,data/frames/game_6/frame_000771.jpg,,2ND,17,False,False,False,,2ND,17,0.00,,2025-11-13 21:45:30.755446
772,data/frames/game_6/frame_000772.jpg,,2ND,16,False,False,False,,2ND,16,0.00,,2025-11-13 21:45:30.755446
773,data/frames/game_6/frame_000773.jpg,,2ND,16,False,False,False,,2ND,16,0.00,,2025-11-13 21:45:30.755446
774,data/frames/game_6/frame_000774.jpg,,2ND,15,False,False,False,,2ND,15,0.00,,2025-11-13 21:45:30.755446
775,data/frames/game_6/frame_000775.jpg,,2ND,15,False,False,False,,2ND,15,0.00,,2025-11-13 21:45:30.755446
776,data/frames/game_6/frame_000776.jpg,,2ND,14,False,False,False,,2ND,14,0.00,,2025-11-13 21:45:30.755446
777,data/frames/game_6/frame_000777.jpg,12:07,2ND,14,False,False,False,12:07,2ND,14,0.00,,2025-11-13 21:45:30.755446
778,data/frames/game_6/frame_000778.jpg,12:07,2ND,13,False,False,False,12:07,2ND,13,0.00,,2025-11-13 21:45:30.755446
779,data/frames/game_6/frame_000779.jpg,12:07,2ND,13,False,False,False,12:07,2ND,13,0.00,,2025-11-13 21:45:30.755446
780,data/frames/game_6/frame_000780.jpg,12:07,2ND,12,False,False,False,12:07,2ND,12,0.00,,2025-11-13 21:45:30.755446
781,data/frames/game_6/frame_000781.jpg,12:07,2ND,12,False,False,False,12:07,2ND,12,0.00,,2025-11-13 21:45:30.755446
782,data/frames/game_6/frame_000782.jpg,12:07,2ND,11,False,False,False,12:07,2ND,11,0.00,,2025-11-13 21:45:30.755446
783,data/frames/game_6/frame_000783.jpg,12:07,2ND,11,False,False,False,12:07,2ND,11,0.00,,2025-11-13 21:45:30.755446
784,data/frames/game_6/frame_000784.jpg,12:07,2ND,10,False,False,False,12:07,2ND,10,0.00,,2025-11-13 21:45:30.755446
785,data/frames/game_6/frame_000785.jpg,12:07,2ND,10,False,False,False,12:07,2ND,10,0.00,,2025-11-13 21:45:30.755446
786,data/frames/game_6/frame_000786.jpg,12:07,2ND,09,False,False,False,12:07,2ND,09,0.00,,2025-11-13 21:45:30.755446
787,data/frames/game_6/frame_000787.jpg,12:07,2ND,09,False,False,False,12:07,2ND,09,0.00,,2025-11-13 21:45:30.755446
788,data/frames/game_6/frame_000788.jpg,12:07,2ND,08,False,False,False,12:07,2ND,08,0.00,,2025-11-13 21:45:30.755446
789,data/frames/game_6/frame_000789.jpg,12:07,2ND,08,False,False,False,12:07,2ND,08,0.00,,2025-11-13 21:45:30.755446
790,data/frames/game_6/frame_000790.jpg,12:07,2ND,07,False,False,False,12:07,2ND,07,0.00,,2025-11-13 21:45:30.755446
