frame_number,frame_path,game_time,period,play_clock,imputed_game_time,imputed_period,imputed_play_clock,original_game_time,original_period,original_play_clock,imputation_confidence,imputation_method,imputation_timestamp,expected_game_time,expected_period,expected_play_clock,matched_game_time,matched_period,matched_play_clock
1,data/frames/game_6/frame_000001.jpg,,1ST,10.0,False,False,False,,1ST,10.0,0.0,,45:30.8,,1ST,10.0,False,False,False
2,data/frames/game_6/frame_000002.jpg,,1ST,10.0,False,False,False,,1ST,10.0,0.0,,45:30.8,,1ST,10.0,False,False,False
3,data/frames/game_6/frame_000003.jpg,,1ST,10.0,False,False,False,,1ST,10.0,0.0,,45:30.8,,1ST,10.0,False,False,False
4,data/frames/game_6/frame_000004.jpg,,1ST,10.0,False,False,False,,1ST,10.0,0.0,,45:30.8,,1ST,10.0,False,False,False
5,data/frames/game_6/frame_000005.jpg,,1ST,10.0,False,False,False,,1ST,10.0,0.0,,45:30.8,,1ST,10.0,False,False,False
6,data/frames/game_6/frame_000006.jpg,0:53,1ST,9.0,True,False,False,,1ST,9.0,0.7,forward_extrapolation,45:30.8,0:53,1ST,9.0,True,False,False
7,data/frames/game_6/frame_000007.jpg,0:52,1ST,9.0,True,False,False,,1ST,9.0,0.7,forward_extrapolation,45:30.8,0:52,1ST,9.0,True,False,False
8,data/frames/game_6/frame_000008.jpg,0:52,1ST,40.0,True,False,False,,1ST,40.0,0.7,forward_extrapolation,45:30.8,0:52,1ST,40.0,True,False,False
9,data/frames/game_6/frame_000009.jpg,0:51,1ST,40.0,True,False,False,,1ST,40.0,0.7,forward_extrapolation,45:30.8,0:51,1ST,40.0,True,False,False
10,data/frames/game_6/frame_000010.jpg,0:51,1ST,40.0,True,False,False,,1ST,40.0,0.7,forward_extrapolation,45:30.8,0:51,1ST,40.0,True,False,False
11,data/frames/game_6/frame_000011.jpg,0:50,1ST,40.0,False,False,False,0:50,1ST,40.0,0.0,,45:30.8,0:50,1ST,40.0,False,False,False
12,data/frames/game_6/frame_000012.jpg,0:50,1ST,40.0,False,False,False,0:50,1ST,40.0,0.0,,45:30.8,0:50,1ST,40.0,False,False,False
13,data/frames/game_6/frame_000013.jpg,0:49,1ST,40.0,False,False,False,0:49,1ST,40.0,0.0,,45:30.8,0:49,1ST,40.0,False,False,False
14,data/frames/game_6/frame_000014.jpg,0:48,1ST,40.0,True,False,False,,1ST,40.0,0.9,linear_interpolation,45:30.8,0:49,1ST,40.0,False,False,False
15,data/frames/game_6/frame_000015.jpg,0:48,1ST,40.0,False,False,False,0:48,1ST,40.0,0.0,,45:30.8,0:48,1ST,40.0,False,False,False
16,data/frames/game_6/frame_000016.jpg,0:48,1ST,40.0,False,False,False,0:48,1ST,40.0,0.0,,45:30.8,0:48,1ST,40.0,False,False,False
17,data/frames/game_6/frame_000017.jpg,0:47,1ST,40.0,False,False,False,0:47,1ST,40.0,0.0,,45:30.8,0:47,1ST,40.0,False,False,False
18,data/frames/game_6/frame_000018.jpg,0:47,1ST,40.0,False,False,False,0:47,1ST,40.0,0.0,,45:30.8,0:47,1ST,40.0,False,False,False
19,data/frames/game_6/frame_000019.jpg,0:46,1ST,40.0,True,False,False,,1ST,40.0,0.9,linear_interpolation,45:30.8,0:46,1ST,40.0,True,False,False
20,data/frames/game_6/frame_000020.jpg,0:46,1ST,40.0,True,False,False,,1ST,40.0,0.9,linear_interpolation,45:30.8,0:46,1ST,40.0,True,False,False
21,data/frames/game_6/frame_000021.jpg,0:45,1ST,40.0,False,False,False,0:45,1ST,40.0,0.0,,45:30.8,0:45,1ST,40.0,False,False,False
22,data/frames/game_6/frame_000022.jpg,0:45,1ST,40.0,False,False,False,0:45,1ST,40.0,0.0,,45:30.8,0:45,1ST,40.0,False,False,False
23,data/frames/game_6/frame_000023.jpg,0:44,1ST,40.0,False,False,False,0:44,1ST,40.0,0.0,,45:30.8,0:44,1ST,40.0,False,False,False
24,data/frames/game_6/frame_000024.jpg,0:44,1ST,40.0,False,False,False,0:44,1ST,40.0,0.0,,45:30.8,0:44,1ST,40.0,False,False,False
25,data/frames/game_6/frame_000025.jpg,0:43,1ST,40.0,False,False,False,0:43,1ST,40.0,0.0,,45:30.8,0:43,1ST,40.0,False,False,False
26,data/frames/game_6/frame_000026.jpg,0:43,1ST,40.0,False,False,False,0:43,1ST,40.0,0.0,,45:30.8,0:43,1ST,40.0,False,False,False
27,data/frames/game_6/frame_000027.jpg,0:42,1ST,39.0,False,False,False,0:42,1ST,39.0,0.0,,45:30.8,0:42,1ST,39.0,False,False,False
28,data/frames/game_6/frame_000028.jpg,0:42,1ST,39.0,False,False,False,0:42,1ST,39.0,0.0,,45:30.8,0:42,1ST,39.0,False,False,False
29,data/frames/game_6/frame_000029.jpg,0:41,1ST,38.0,False,False,False,0:41,1ST,38.0,0.0,,45:30.8,0:41,1ST,38.0,False,False,False
30,data/frames/game_6/frame_000030.jpg,0:41,1ST,38.0,False,False,False,0:41,1ST,38.0,0.0,,45:30.8,0:41,1ST,38.0,False,False,False
31,data/frames/game_6/frame_000031.jpg,0:40,1ST,37.0,False,False,False,0:40,1ST,37.0,0.0,,45:30.8,0:40,1ST,37.0,False,False,False
32,data/frames/game_6/frame_000032.jpg,0:40,1ST,37.0,False,False,False,0:40,1ST,37.0,0.0,,45:30.8,0:40,1ST,37.0,False,False,False
33,data/frames/game_6/frame_000033.jpg,0:39,1ST,36.0,False,False,False,0:39,1ST,36.0,0.0,,45:30.8,0:39,1ST,36.0,False,False,False
34,data/frames/game_6/frame_000034.jpg,0:39,1ST,36.0,False,False,False,0:39,1ST,36.0,0.0,,45:30.8,0:39,1ST,36.0,False,False,False
35,data/frames/game_6/frame_000035.jpg,0:38,1ST,35.0,False,False,False,0:38,1ST,35.0,0.0,,45:30.8,0:38,1ST,35.0,False,False,False
36,data/frames/game_6/frame_000036.jpg,0:38,1ST,35.0,False,False,False,0:38,1ST,35.0,0.0,,45:30.8,0:38,1ST,35.0,False,False,False
37,data/frames/game_6/frame_000037.jpg,0:37,1ST,34.0,False,False,False,0:37,1ST,34.0,0.0,,45:30.8,0:37,1ST,34.0,False,False,False
38,data/frames/game_6/frame_000038.jpg,0:37,1ST,34.0,False,False,False,0:37,1ST,34.0,0.0,,45:30.8,0:37,1ST,34.0,False,False,False
39,data/frames/game_6/frame_000039.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
40,data/frames/game_6/frame_000040.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
41,data/frames/game_6/frame_000041.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
42,data/frames/game_6/frame_000042.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
43,data/frames/game_6/frame_000043.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
44,data/frames/game_6/frame_000044.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
45,data/frames/game_6/frame_000045.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
46,data/frames/game_6/frame_000046.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
47,data/frames/game_6/frame_000047.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
48,data/frames/game_6/frame_000048.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
49,data/frames/game_6/frame_000049.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
50,data/frames/game_6/frame_000050.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
51,data/frames/game_6/frame_000051.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
52,data/frames/game_6/frame_000052.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
53,data/frames/game_6/frame_000053.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
54,data/frames/game_6/frame_000054.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
55,data/frames/game_6/frame_000055.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
56,data/frames/game_6/frame_000056.jpg,,1ST,25.0,False,False,False,,1ST,25.0,0.0,,45:30.8,,1ST,25.0,False,False,False
57,data/frames/game_6/frame_000057.jpg,,1ST,24.0,False,False,False,,1ST,24.0,0.0,,45:30.8,,1ST,24.0,False,False,False
58,data/frames/game_6/frame_000058.jpg,,1ST,24.0,False,False,False,,1ST,24.0,0.0,,45:30.8,,1ST,24.0,False,False,False
59,data/frames/game_6/frame_000059.jpg,,1ST,40.0,False,False,False,,1ST,40.0,0.0,,45:30.8,,1ST,40.0,False,False,False
60,data/frames/game_6/frame_000060.jpg,,1ST,40.0,False,False,False,,1ST,40.0,0.0,,45:30.8,,1ST,40.0,False,False,False
61,data/frames/game_6/frame_000061.jpg,,1ST,40.0,False,False,False,,1ST,40.0,0.0,,45:30.8,,1ST,40.0,False,False,False
62,data/frames/game_6/frame_000062.jpg,,1ST,40.0,False,False,False,,1ST,40.0,0.0,,45:30.8,,1ST,40.0,False,False,False
63,data/frames/game_6/frame_000063.jpg,,1ST,40.0,False,False,False,,1ST,40.0,0.0,,45:30.8,,1ST,40.0,False,False,False
64,data/frames/game_6/frame_000064.jpg,,1ST,40.0,False,False,False,,1ST,40.0,0.0,,45:30.8,,1ST,40.0,False,False,False
65,data/frames/game_6/frame_000065.jpg,,1ST,40.0,False,False,False,,1ST,40.0,0.0,,45:30.8,,1ST,40.0,False,False,False
66,data/frames/game_6/frame_000066.jpg,,1ST,40.0,False,False,False,,1ST,40.0,0.0,,45:30.8,,1ST,40.0,False,False,False
67,data/frames/game_6/frame_000067.jpg,,1ST,40.0,False,False,False,,1ST,40.0,0.0,,45:30.8,,1ST,40.0,False,False,False
68,data/frames/game_6/frame_000068.jpg,,1ST,40.0,False,False,False,,1ST,40.0,0.0,,45:30.8,,1ST,40.0,False,False,False
69,data/frames/game_6/frame_000069.jpg,,1ST,40.0,False,False,False,,1ST,40.0,0.0,,45:30.8,,1ST,40.0,False,False,False
70,data/frames/game_6/frame_000070.jpg,,1ST,40.0,False,False,False,,1ST,40.0,0.0,,45:30.8,,1ST,40.0,False,False,False
71,data/frames/game_6/frame_000071.jpg,,1ST,40.0,False,False,False,,1ST,40.0,0.0,,45:30.8,,1ST,40.0,False,False,False
72,data/frames/game_6/frame_000072.jpg,0:20,1ST,40.0,True,False,False,,1ST,40.0,0.7,forward_extrapolation,45:30.8,0:20,1ST,40.0,True,False,False
73,data/frames/game_6/frame_000073.jpg,0:19,1ST,39.0,True,False,False,,1ST,39.0,0.7,forward_extrapolation,45:30.8,0:19,1ST,39.0,True,False,False
74,data/frames/game_6/frame_000074.jpg,0:19,1ST,39.0,True,False,False,,1ST,39.0,0.7,forward_extrapolation,45:30.8,0:19,1ST,39.0,True,False,False
75,data/frames/game_6/frame_000075.jpg,0:18,1ST,38.0,True,False,False,,1ST,38.0,0.7,forward_extrapolation,45:30.8,0:18,1ST,38.0,True,False,False
76,data/frames/game_6/frame_000076.jpg,0:18,1ST,38.0,True,False,False,,1ST,38.0,0.7,forward_extrapolation,45:30.8,0:18,1ST,38.0,True,False,False
77,data/frames/game_6/frame_000077.jpg,0:17,1ST,37.0,False,False,False,0:17,1ST,37.0,0.0,,45:30.8,0:17,1ST,37.0,False,False,False
78,data/frames/game_6/frame_000078.jpg,0:16,1ST,37.0,True,False,False,,1ST,37.0,0.9,linear_interpolation,45:30.8,0:17,1ST,37.0,False,False,False
79,data/frames/game_6/frame_000079.jpg,0:16,1ST,36.0,True,False,False,,1ST,36.0,0.9,linear_interpolation,45:30.8,0:16,1ST,36.0,True,False,False
80,data/frames/game_6/frame_000080.jpg,0:15,1ST,36.0,True,False,False,,1ST,36.0,0.9,linear_interpolation,45:30.8,0:16,1ST,36.0,False,False,False
81,data/frames/game_6/frame_000081.jpg,0:15,1ST,35.0,True,False,False,,1ST,35.0,0.9,linear_interpolation,45:30.8,0:15,1ST,35.0,True,False,False
82,data/frames/game_6/frame_000082.jpg,0:14,1ST,35.0,True,False,False,,1ST,35.0,0.9,linear_interpolation,45:30.8,0:15,1ST,35.0,False,False,False
83,data/frames/game_6/frame_000083.jpg,0:14,1ST,34.0,True,False,False,,1ST,34.0,0.9,linear_interpolation,45:30.8,0:14,1ST,34.0,True,False,False
84,data/frames/game_6/frame_000084.jpg,0:13,1ST,34.0,True,False,False,,1ST,34.0,0.9,linear_interpolation,45:30.8,0:14,1ST,34.0,False,False,False
85,data/frames/game_6/frame_000085.jpg,0:13,1ST,33.0,True,False,False,,1ST,33.0,0.9,linear_interpolation,45:30.8,0:13,1ST,33.0,True,False,False
86,data/frames/game_6/frame_000086.jpg,0:12,1ST,33.0,True,False,False,,1ST,33.0,0.9,linear_interpolation,45:30.8,0:13,1ST,33.0,False,False,False
87,data/frames/game_6/frame_000087.jpg,0:12,1ST,32.0,False,False,False,0:12,1ST,32.0,0.0,,45:30.8,0:12,1ST,32.0,False,False,False
88,data/frames/game_6/frame_000088.jpg,0:11,1ST,32.0,True,False,False,,1ST,32.0,0.9,linear_interpolation,45:30.8,0:12,1ST,32.0,False,False,False
89,data/frames/game_6/frame_000089.jpg,0:11,1ST,31.0,True,False,False,,1ST,31.0,0.9,linear_interpolation,45:30.8,0:11,1ST,31.0,True,False,False
90,data/frames/game_6/frame_000090.jpg,0:10,1ST,31.0,True,False,False,,1ST,31.0,0.9,linear_interpolation,45:30.8,0:11,1ST,31.0,False,False,False
91,data/frames/game_6/frame_000091.jpg,0:10,1ST,30.0,False,False,False,0:10,1ST,30.0,0.0,,45:30.8,0:10,1ST,30.0,False,False,False
92,data/frames/game_6/frame_000092.jpg,0:10,1ST,30.0,False,False,False,0:10,1ST,30.0,0.0,,45:30.8,0:10,1ST,30.0,False,False,False
93,data/frames/game_6/frame_000093.jpg,0:09,1ST,29.0,False,False,False,0:09,1ST,29.0,0.0,,45:30.8,0:09,1ST,29.0,False,False,False
94,data/frames/game_6/frame_000094.jpg,0:09,1ST,29.0,False,False,False,0:09,1ST,29.0,0.0,,45:30.8,0:09,1ST,29.0,False,False,False
95,data/frames/game_6/frame_000095.jpg,0:08,1ST,40.0,False,False,False,0:08,1ST,40.0,0.0,,45:30.8,0:08,1ST,40.0,False,False,False
96,data/frames/game_6/frame_000096.jpg,0:08,1ST,40.0,False,False,False,0:08,1ST,40.0,0.0,,45:30.8,0:08,1ST,40.0,False,False,False
97,data/frames/game_6/frame_000097.jpg,0:07,1ST,40.0,False,False,False,0:07,1ST,40.0,0.0,,45:30.8,0:07,1ST,40.0,False,False,False
98,data/frames/game_6/frame_000098.jpg,0:07,1ST,40.0,False,False,False,0:07,1ST,40.0,0.0,,45:30.8,0:07,1ST,40.0,False,False,False
99,data/frames/game_6/frame_000099.jpg,0:06,1ST,40.0,False,False,False,0:06,1ST,40.0,0.0,,45:30.8,0:06,1ST,40.0,False,False,False
100,data/frames/game_6/frame_000100.jpg,0:06,1ST,40.0,False,False,False,0:06,1ST,40.0,0.0,,45:30.8,0:06,1ST,40.0,False,False,False
101,data/frames/game_6/frame_000101.jpg,0:05,1ST,40.0,False,False,False,0:05,1ST,40.0,0.0,,45:30.8,0:05,1ST,40.0,False,False,False
102,data/frames/game_6/frame_000102.jpg,0:05,1ST,40.0,False,False,False,0:05,1ST,40.0,0.0,,45:30.8,0:05,1ST,40.0,False,False,False
103,data/frames/game_6/frame_000103.jpg,0:04,1ST,40.0,True,False,False,,1ST,40.0,0.9,linear_interpolation,45:30.8,0:04,1ST,40.0,True,False,False
104,data/frames/game_6/frame_000104.jpg,0:04,1ST,40.0,False,False,False,0:04,1ST,40.0,0.0,,45:30.8,0:04,1ST,40.0,False,False,False
105,data/frames/game_6/frame_000105.jpg,0:03,1ST,40.0,False,False,False,0:03,1ST,40.0,0.0,,45:30.8,0:03,1ST,40.0,False,False,False
106,data/frames/game_6/frame_000106.jpg,0:03,1ST,40.0,False,False,False,0:03,1ST,40.0,0.0,,45:30.8,0:03,1ST,40.0,False,False,False
107,data/frames/game_6/frame_000107.jpg,0:02,1ST,40.0,False,False,False,0:02,1ST,40.0,0.0,,45:30.8,0:02,1ST,40.0,False,False,False
108,data/frames/game_6/frame_000108.jpg,0:02,1ST,40.0,False,False,False,0:02,1ST,40.0,0.0,,45:30.8,0:02,1ST,40.0,False,False,False
109,data/frames/game_6/frame_000109.jpg,0:01,1ST,39.0,False,False,False,0:01,1ST,39.0,0.0,,45:30.8,0:01,1ST,39.0,False,False,False
110,data/frames/game_6/frame_000110.jpg,0:01,1ST,39.0,False,False,False,0:01,1ST,39.0,0.0,,45:30.8,0:01,1ST,39.0,False,False,False
111,data/frames/game_6/frame_000111.jpg,0:00,1ST,38.0,False,False,False,0:00,1ST,38.0,0.0,,45:30.8,0:00,1ST,38.0,False,False,False
112,data/frames/game_6/frame_000112.jpg,0:00,1ST,38.0,False,False,False,0:00,1ST,38.0,0.0,,45:30.8,0:00,1ST,38.0,False,False,False
113,data/frames/game_6/frame_000113.jpg,0:00,1ST,37.0,False,False,False,0:00,1ST,37.0,0.0,,45:30.8,0:00,1ST,37.0,False,False,False
114,data/frames/game_6/frame_000114.jpg,0:00,1ST,37.0,False,False,False,0:00,1ST,37.0,0.0,,45:30.8,0:00,1ST,37.0,False,False,False
115,data/frames/game_6/frame_000115.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
116,data/frames/game_6/frame_000116.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
117,data/frames/game_6/frame_000117.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
118,data/frames/game_6/frame_000118.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
119,data/frames/game_6/frame_000119.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
120,data/frames/game_6/frame_000120.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
121,data/frames/game_6/frame_000121.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
122,data/frames/game_6/frame_000122.jpg,,1ST,,False,False,False,,1ST,,0.0,,45:30.8,,1ST,,False,False,False
123,data/frames/game_6/frame_000123.jpg,,1ST,,False,False,False,,1ST,,0.0,,45:30.8,,1ST,,False,False,False
124,data/frames/game_6/frame_000124.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
125,data/frames/game_6/frame_000125.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
126,data/frames/game_6/frame_000126.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
127,data/frames/game_6/frame_000127.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
128,data/frames/game_6/frame_000128.jpg,,2ND,13.0,False,True,True,,15,,0.83,"anomaly_correction,forward_countdown",45:30.8,,2ND,13.0,False,True,True
129,data/frames/game_6/frame_000129.jpg,,2ND,12.0,False,False,False,,2ND,12.0,0.0,,45:30.8,,2ND,12.0,False,False,False
130,data/frames/game_6/frame_000130.jpg,,2ND,12.0,False,False,False,,2ND,12.0,0.0,,45:30.8,,2ND,12.0,False,False,False
131,data/frames/game_6/frame_000131.jpg,,2ND,11.0,False,False,False,,2ND,11.0,0.0,,45:30.8,,2ND,11.0,False,False,False
132,data/frames/game_6/frame_000132.jpg,,2ND,11.0,False,False,False,,2ND,11.0,0.0,,45:30.8,,2ND,11.0,False,False,False
133,data/frames/game_6/frame_000133.jpg,,2ND,10.0,False,False,False,,2ND,10.0,0.0,,45:30.8,,2ND,10.0,False,False,False
134,data/frames/game_6/frame_000134.jpg,,2ND,10.0,False,False,False,,2ND,10.0,0.0,,45:30.8,,2ND,10.0,False,False,False
135,data/frames/game_6/frame_000135.jpg,,2ND,9.0,False,False,False,,2ND,9.0,0.0,,45:30.8,,2ND,9.0,False,False,False
136,data/frames/game_6/frame_000136.jpg,,2ND,9.0,False,False,False,,2ND,9.0,0.0,,45:30.8,,2ND,9.0,False,False,False
137,data/frames/game_6/frame_000137.jpg,,2ND,40.0,False,False,False,,2ND,40.0,0.0,,45:30.8,,2ND,40.0,False,False,False
138,data/frames/game_6/frame_000138.jpg,,2ND,40.0,False,False,False,,2ND,40.0,0.0,,45:30.8,,2ND,40.0,False,False,False
139,data/frames/game_6/frame_000139.jpg,,2ND,40.0,False,False,False,,2ND,40.0,0.0,,45:30.8,,2ND,40.0,False,False,False
140,data/frames/game_6/frame_000140.jpg,,2ND,40.0,False,False,False,,2ND,40.0,0.0,,45:30.8,,2ND,40.0,False,False,False
141,data/frames/game_6/frame_000141.jpg,,2ND,40.0,False,False,False,,2ND,40.0,0.0,,45:30.8,,2ND,40.0,False,False,False
142,data/frames/game_6/frame_000142.jpg,,2ND,40.0,False,False,False,,2ND,40.0,0.0,,45:30.8,,2ND,40.0,False,False,False
143,data/frames/game_6/frame_000143.jpg,,2ND,40.0,False,False,False,,2ND,40.0,0.0,,45:30.8,,2ND,40.0,False,False,False
144,data/frames/game_6/frame_000144.jpg,,2ND,40.0,False,False,False,,2ND,40.0,0.0,,45:30.8,,2ND,40.0,False,False,False
145,data/frames/game_6/frame_000145.jpg,,2ND,40.0,False,False,False,,2ND,40.0,0.0,,45:30.8,,2ND,40.0,False,False,False
146,data/frames/game_6/frame_000146.jpg,,2ND,40.0,False,False,False,,2ND,40.0,0.0,,45:30.8,,2ND,40.0,False,False,False
147,data/frames/game_6/frame_000147.jpg,,2ND,40.0,False,False,False,,2ND,40.0,0.0,,45:30.8,,2ND,40.0,False,False,False
148,data/frames/game_6/frame_000148.jpg,,2ND,40.0,False,False,False,,2ND,40.0,0.0,,45:30.8,,2ND,40.0,False,False,False
149,data/frames/game_6/frame_000149.jpg,,2ND,40.0,False,False,False,,2ND,40.0,0.0,,45:30.8,,2ND,40.0,False,False,False
150,data/frames/game_6/frame_000150.jpg,,2ND,40.0,False,False,False,,2ND,40.0,0.0,,45:30.8,,2ND,40.0,False,False,False
151,data/frames/game_6/frame_000151.jpg,,2ND,40.0,False,False,False,,2ND,40.0,0.0,,45:30.8,,2ND,40.0,False,False,False
152,data/frames/game_6/frame_000152.jpg,,2ND,40.0,False,False,False,,2ND,40.0,0.0,,45:30.8,,2ND,40.0,False,False,False
153,data/frames/game_6/frame_000153.jpg,,2ND,39.0,False,False,False,,2ND,39.0,0.0,,45:30.8,,2ND,39.0,False,False,False
154,data/frames/game_6/frame_000154.jpg,,2ND,39.0,False,False,False,,2ND,39.0,0.0,,45:30.8,,2ND,39.0,False,False,False
155,data/frames/game_6/frame_000155.jpg,,2ND,38.0,False,False,False,,2ND,38.0,0.0,,45:30.8,,2ND,38.0,False,False,False
156,data/frames/game_6/frame_000156.jpg,,2ND,39.0,False,False,False,,2ND,39.0,0.0,,45:30.8,,2ND,39.0,False,False,False
157,data/frames/game_6/frame_000157.jpg,14:55,2ND,37.0,False,False,False,14:55,2ND,37.0,0.0,,45:30.8,14:55,2ND,37.0,False,False,False
158,data/frames/game_6/frame_000158.jpg,14:55,2ND,37.0,False,False,False,14:55,2ND,37.0,0.0,,45:30.8,14:55,2ND,37.0,False,False,False
159,data/frames/game_6/frame_000159.jpg,14:55,2ND,36.0,False,False,False,14:55,2ND,36.0,0.0,,45:30.8,14:55,2ND,36.0,False,False,False
160,data/frames/game_6/frame_000160.jpg,14:55,2ND,36.0,False,False,False,14:55,2ND,36.0,0.0,,45:30.8,14:55,2ND,36.0,False,False,False
161,data/frames/game_6/frame_000161.jpg,14:55,2ND,35.0,False,False,False,14:55,2ND,35.0,0.0,,45:30.8,14:55,2ND,35.0,False,False,False
162,data/frames/game_6/frame_000162.jpg,14:55,2ND,35.0,False,False,False,14:55,2ND,35.0,0.0,,45:30.8,14:55,2ND,35.0,False,False,False
163,data/frames/game_6/frame_000163.jpg,14:55,2ND,34.0,False,False,False,14:55,2ND,34.0,0.0,,45:30.8,14:55,2ND,34.0,False,False,False
164,data/frames/game_6/frame_000164.jpg,14:55,2ND,34.0,False,False,False,14:55,2ND,34.0,0.0,,45:30.8,14:55,2ND,34.0,False,False,False
165,data/frames/game_6/frame_000165.jpg,14:55,2ND,33.0,False,False,False,14:55,2ND,33.0,0.0,,45:30.8,14:55,2ND,33.0,False,False,False
166,data/frames/game_6/frame_000166.jpg,14:55,2ND,33.0,False,False,False,14:55,2ND,33.0,0.0,,45:30.8,14:55,2ND,33.0,False,False,False
167,data/frames/game_6/frame_000167.jpg,14:55,2ND,32.0,False,False,False,14:55,2ND,32.0,0.0,,45:30.8,14:55,2ND,32.0,False,False,False
168,data/frames/game_6/frame_000168.jpg,14:55,2ND,32.0,False,False,False,14:55,2ND,32.0,0.0,,45:30.8,14:55,2ND,32.0,False,False,False
169,data/frames/game_6/frame_000169.jpg,14:55,2ND,31.0,False,False,False,14:55,2ND,31.0,0.0,,45:30.8,14:55,2ND,31.0,False,False,False
170,data/frames/game_6/frame_000170.jpg,14:55,2ND,31.0,False,False,False,14:55,2ND,31.0,0.0,,45:30.8,14:55,2ND,31.0,False,False,False
171,data/frames/game_6/frame_000171.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
172,data/frames/game_6/frame_000172.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
173,data/frames/game_6/frame_000173.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
174,data/frames/game_6/frame_000174.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
175,data/frames/game_6/frame_000175.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
176,data/frames/game_6/frame_000176.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
177,data/frames/game_6/frame_000177.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
178,data/frames/game_6/frame_000178.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
179,data/frames/game_6/frame_000179.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
180,data/frames/game_6/frame_000180.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
181,data/frames/game_6/frame_000181.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
182,data/frames/game_6/frame_000182.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
183,data/frames/game_6/frame_000183.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
184,data/frames/game_6/frame_000184.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
185,data/frames/game_6/frame_000185.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
186,data/frames/game_6/frame_000186.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
187,data/frames/game_6/frame_000187.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
188,data/frames/game_6/frame_000188.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
189,data/frames/game_6/frame_000189.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
190,data/frames/game_6/frame_000190.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
191,data/frames/game_6/frame_000191.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
192,data/frames/game_6/frame_000192.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
